,my_timestamp,my_date,my_time,time_decimal,high_hydrogen,low_hydrogen,mean_hydrogen,r.squared_hydrogen,theta_hydrogen,p.value_hydrogen,H_hydrogen,sample_number_hydrogen,Ustar,wind_speed,max_wind_speed,,,,,,,,,,
1,2/27/2016 11:00,2/27/2016,11:00,11,-153.1538493,-189.1513214,-171.1525854,0.075121601,0.213716243,0.0002,2.43E-08,183,0.426061511,2.501700284,5.729446487,,,,,,,,,,
2,2/27/2016 11:30,2/27/2016,11:30,11.5,-100.7624061,-124.4938816,-112.6281438,0.073113363,0.33510145,0.0002,5.77E-08,184,0.36392562,2.755577326,7.395790764,,,,,,,,,,
3,2/27/2016 12:00,2/27/2016,12:00,12,-90.70922961,-105.2222645,-97.96574706,0.391509527,0.13404535,0.0000,7.66E-08,181,0.429024009,3.28358939,7.611264422,,,,,,,,,,
4,2/27/2016 12:30,2/27/2016,12:30,12.5,-103.8384017,-117.5796543,-110.709028,0.306028179,0.216270424,0.0000,1.33E-07,186,0.504159931,3.718292292,11.64455895,,,,,,,,,,
5,2/27/2016 13:00,2/27/2016,13:00,13,-73.22521893,-101.2871522,-87.25618554,0.275659138,0.131013837,0.0000,4.23E-08,185,0.668924352,4.763392701,11.43068401,,,,,,,,,,
6,2/27/2016 13:30,2/27/2016,13:30,13.5,-92.61112889,-103.9408415,-98.27598518,0.624637876,0.080639511,0.0000,7.21E-08,180,0.66179381,4.568904589,13.68528607,,,,,,,,,,
7,2/27/2016 14:00,2/27/2016,14:00,14,-70.50335454,-92.82935664,-81.66635559,0.427395503,0.092583005,0.0000,4.15E-08,185,0.811553931,5.753411495,13.36537045,,,,,,,,,,
8,2/27/2016 14:30,2/27/2016,14:30,14.5,-85.27954429,-138.876415,-112.0779796,0.034659016,0.295007036,0.0110,2.01E-08,186,0.683399363,5.078647353,12.17023966,,,,,,,,,,
9,2/27/2016 15:00,2/27/2016,15:00,15,-104.070342,-127.4406238,-115.7554829,0.124765831,0.305591709,0.0000,8.49E-08,188,0.726499443,4.824660778,11.74068558,,,,,,,,,,
10,2/27/2016 15:30,2/27/2016,15:30,15.5,-94.80961234,-160.8781001,-127.8438562,0.005100708,0.627957729,0.3288,1.28E-08,189,0.767746573,4.819556079,11.24785708,,,,,,,,,,
11,2/27/2016 16:00,2/27/2016,16:00,16,-63.62286015,-159.822401,-111.7226306,0.009587148,0.324754422,0.1790,6.44E-09,190,0.758752098,5.122933332,11.93230804,,,,,,,,,,
12,2/27/2016 16:30,2/27/2016,16:30,16.5,-67.65297758,-108.0692484,-87.86111298,0.134042438,0.163987094,0.0000,2.61E-08,191,0.639674596,5.75771445,12.78180577,,,,,,,,,,
13,2/27/2016 17:00,2/27/2016,17:00,17,-78.9886776,-119.9322817,-99.46047964,0.084524311,0.224219311,0.0001,2.96E-08,188,0.648705492,5.181698062,11.45132193,,,,,,,,,,
14,2/27/2016 17:30,2/27/2016,17:30,17.5,-134.1357655,-169.0370188,-151.5863921,0.00359797,1.446829107,0.4123,4.79E-08,189,0.612702435,4.740457466,11.52474096,,,,,,,,,,
15,2/28/2016 11:00,2/28/2016,11:00,11,-132.2715864,-183.7066348,-157.9891106,0.012935785,0.406006747,0.1202,1.38E-08,188,0.570677033,4.562152347,11.64825837,,,,,,,,,,
16,2/28/2016 11:30,2/28/2016,11:30,11.5,-86.58295319,-110.1142421,-98.34859762,0.192720201,0.16685455,0.0000,4.38E-08,182,0.52510149,4.354363549,12.2333218,,,,,,,,,,
17,2/28/2016 12:00,2/28/2016,12:00,12,-152.6137493,-179.1287719,-165.8712606,0.079014364,0.273458172,0.0001,4.28E-08,180,0.542594294,4.482319429,10.38412425,,,,,,,,,,
18,2/28/2016 12:30,2/28/2016,12:30,12.5,-176.893771,-223.3588413,-200.1263062,0.11637106,0.115826378,0.0000,1.16E-08,183,0.553660154,4.661263579,11.93383701,,,,,,,,,,
19,2/28/2016 13:00,2/28/2016,13:00,13,-183.8855266,-248.8975594,-216.391543,0.090271545,0.095635556,0.0000,5.82E-09,187,0.53706904,4.598094727,11.1007522,,,,,,,,,,
20,2/28/2016 13:30,2/28/2016,13:30,13.5,-84.90497739,-133.6756463,-109.2903118,0.048088268,0.186808689,0.0026,1.14E-08,186,0.535400277,4.678808644,13.00300348,,,,,,,,,,
