DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              BASELINE                  H2O                       D_1816                    D_DH                     
02/16/16                  17:40:46.3                4.6736647208E+1           2.7625000000E+1           7.8732618761E+2           1.9297987499E+1           8.8771663111E+2           -1.4182054226E+3         
02/16/16                  17:40:51.4                4.6736706145E+1           2.7625000000E+1           7.8675992072E+2           2.3902829583E+1           5.6179510113E+2           9.2498578537E+2          
02/16/16                  17:40:58.5                4.6736788919E+1           2.7625000000E+1           7.8677474459E+2           2.2533377697E+1           6.3878991241E+2           2.2380595974E+2          
02/16/16                  17:41:03.6                4.6736847601E+1           2.7637500000E+1           7.8676066901E+2           2.2692090255E+1           6.3882295702E+2           1.2047260126E+3          
02/16/16                  17:41:08.7                4.6736906455E+1           2.7662500000E+1           7.8676838923E+2           2.3032774519E+1           6.3509894952E+2           1.1141171658E+3          
02/16/16                  17:41:13.7                4.6736965185E+1           2.7675000000E+1           7.8686093106E+2           2.1599700132E+1           6.9099157842E+2           3.8868586400E+2          
02/16/16                  17:41:18.9                4.6737024400E+1           2.7687500000E+1           7.8678451080E+2           2.2563550486E+1           6.3650931794E+2           1.1683493425E+3          
02/16/16                  17:41:23.9                4.6737083325E+1           2.7687500000E+1           7.8666063620E+2           2.3681280320E+1           5.8267783379E+2           1.6577401869E+3          
02/16/16                  17:41:29.0                4.6737141754E+1           2.7687500000E+1           7.8686377830E+2           2.0711742451E+1           7.3654509285E+2           1.0074987646E+3          
02/16/16                  17:41:34.1                4.6737200347E+1           2.7687500000E+1           7.8682791948E+2           2.1998736599E+1           6.7081988869E+2           4.8610777682E+2          
02/16/16                  17:41:39.1                4.6737258952E+1           2.7687500000E+1           7.8673578784E+2           2.2957319374E+1           5.9475746857E+2           9.4939189449E+2          
02/16/16                  17:41:44.2                4.6737317778E+1           2.7687500000E+1           7.8680059131E+2           2.1672072389E+1           7.1832852729E+2           1.0260787175E+3          
