DATE                      TIME                      DAYS_SINCE_JAN            H2O                       D_1816                    D_DH                     
02/08/16                  15:53:36.1                3.8662223623E+1           6.1743017789E+3           -1.9152914808E+1          -1.6425578628E+2         
02/08/16                  15:53:41.2                3.8662282649E+1           6.1817735458E+3           -1.9472375074E+1          -1.5974006256E+2         
02/08/16                  15:53:46.3                3.8662341441E+1           6.1861179786E+3           -1.9140917524E+1          -1.6390105846E+2         
02/08/16                  15:53:51.4                3.8662400904E+1           6.1995854885E+3           -1.9378125698E+1          -1.5974434355E+2         
02/08/16                  15:53:56.5                3.8662459723E+1           6.2020315928E+3           -1.9790441011E+1          -1.5362056241E+2         
02/08/16                  15:54:01.6                3.8662519036E+1           6.1844140794E+3           -1.8704950108E+1          -1.6196013173E+2         
02/08/16                  15:54:06.7                3.8662578382E+1           6.1677116084E+3           -1.9337772768E+1          -1.6249028777E+2         
02/08/16                  15:54:13.8                3.8662659740E+1           5.8595986658E+3           -1.9445885155E+1          -1.6576961060E+2         
02/08/16                  15:54:18.8                3.8662718221E+1           6.2490546927E+3           -1.9011523301E+1          -1.5917284977E+2         
02/08/16                  15:54:23.9                3.8662777473E+1           6.7284559736E+3           -2.0052493269E+1          -1.4872865377E+2         
02/08/16                  15:54:29.0                3.8662836462E+1           6.6808642327E+3           -1.9971389740E+1          -1.6139263225E+2         
02/08/16                  15:54:34.1                3.8662895407E+1           6.4399131008E+3           -1.9356733928E+1          -1.6094713711E+2         
02/08/16                  15:54:39.2                3.8662954432E+1           5.6590351198E+3           -1.8673661110E+1          -1.6028519298E+2         
02/08/16                  15:54:44.3                3.8663013228E+1           4.8933288765E+3           -1.8267456853E+1          -1.6351644236E+2         
02/08/16                  15:54:49.4                3.8663072076E+1           4.3284173021E+3           -1.7963364813E+1          -1.6702554943E+2         
02/08/16                  15:54:54.5                3.8663130856E+1           3.9461641964E+3           -1.7959559698E+1          -1.6569817085E+2         
02/08/16                  15:54:59.5                3.8663189803E+1           3.7272351802E+3           -1.7928245274E+1          -1.6207087996E+2         
02/08/16                  15:55:04.6                3.8663248691E+1           3.7085097061E+3           -1.7522285321E+1          -1.6747055572E+2         
02/08/16                  15:55:11.6                3.8663328737E+1           4.1002057683E+3           -1.8128272317E+1          -1.6116438493E+2         
02/08/16                  15:55:16.6                3.8663387419E+1           4.5497025386E+3           -1.8000556522E+1          -1.6458964861E+2         
02/08/16                  15:55:21.7                3.8663446252E+1           4.9590939614E+3           -1.8319752055E+1          -1.6350382909E+2         
02/08/16                  15:55:26.8                3.8663504935E+1           5.2711449743E+3           -1.7911008540E+1          -1.6666177521E+2         
02/08/16                  15:55:31.9                3.8663563872E+1           5.5027309589E+3           -1.8581569620E+1          -1.6498735737E+2         
02/08/16                  15:55:37.0                3.8663623008E+1           5.6600419744E+3           -1.8701334860E+1          -1.6560845607E+2         
02/08/16                  15:55:42.1                3.8663681930E+1           5.7663382734E+3           -1.9140130891E+1          -1.5764746751E+2         
02/08/16                  15:55:47.2                3.8663740756E+1           5.8272106813E+3           -1.8661347096E+1          -1.6526271875E+2         
02/08/16                  15:55:52.2                3.8663799455E+1           5.8743822144E+3           -1.9053346344E+1          -1.6297586910E+2         
02/08/16                  15:55:57.3                3.8663858539E+1           5.9109179595E+3           -1.8898366040E+1          -1.6133289053E+2         
02/08/16                  15:56:02.4                3.8663917450E+1           5.9416924640E+3           -1.9437168586E+1          -1.5817842111E+2         
02/08/16                  15:56:09.3                3.8663997437E+1           5.9603787877E+3           -1.9072579729E+1          -1.6143026864E+2         
02/08/16                  15:56:14.4                3.8664056349E+1           5.9702577464E+3           -1.9095079554E+1          -1.6812865249E+2         
