DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              BASELINE                  H2O                       D_1816                    D_DH                     
06/11/16                  10:10:02.8                1.6238197698E+2           3.8601562500E+1           7.8499311841E+2           2.8694716851E+4           -7.3245201160E+0          -7.0810874073E+1         
06/11/16                  10:10:12.4                1.6238208880E+2           3.8562500000E+1           7.8501368779E+2           2.8733221208E+4           -7.2097227636E+0          -7.0994149492E+1         
06/11/16                  10:10:19.5                1.6238217035E+2           3.8508928570E+1           7.8498533239E+2           2.8753955821E+4           -7.2623005431E+0          -7.0981805409E+1         
06/11/16                  10:10:26.9                1.6238225631E+2           3.8500000000E+1           7.8514422737E+2           2.8784817142E+4           -7.5182442941E+0          -7.1785596192E+1         
06/11/16                  10:10:34.1                1.6238233937E+2           3.8491071430E+1           7.8538087379E+2           2.8798166799E+4           -7.3359620277E+0          -7.2016567927E+1         
06/11/16                  10:10:41.2                1.6238242153E+2           3.8500000000E+1           7.8516571639E+2           2.8802267569E+4           -8.0812633028E+0          -7.1999344666E+1         
06/11/16                  10:10:48.6                1.6238250767E+2           3.8500000000E+1           7.8482188383E+2           2.8816774989E+4           -8.2840538028E+0          -7.1048386170E+1         
06/11/16                  10:10:56.4                1.6238259787E+2           3.8453125000E+1           7.8505872789E+2           2.8814980114E+4           -8.1717922236E+0          -7.1262040611E+1         
06/11/16                  10:11:04.7                1.6238269345E+2           3.8437500000E+1           7.8512309908E+2           2.8801199976E+4           -8.0379469939E+0          -7.1902967494E+1         
06/11/16                  10:11:12.1                1.6238277958E+2           3.8437500000E+1           7.8496568455E+2           2.8732291936E+4           -8.1523792830E+0          -7.0647838167E+1         
06/11/16                  10:11:19.8                1.6238286810E+2           3.8406250000E+1           7.8525400171E+2           2.8502852149E+4           -8.1323415427E+0          -7.1966781588E+1         
06/11/16                  10:11:27.2                1.6238295445E+2           3.8406250000E+1           7.8544123599E+2           2.8297967293E+4           -8.3154134023E+0          -7.1851162896E+1         
06/11/16                  10:11:36.2                1.6238305866E+2           3.8428571430E+1           7.8504926428E+2           2.8321030826E+4           -8.7060816339E+0          -7.1446406897E+1         
06/11/16                  10:11:44.4                1.6238315369E+2           3.8437500000E+1           7.8565503106E+2           2.8425789117E+4           -8.7851024332E+0          -7.2831474723E+1         
06/11/16                  10:11:52.3                1.6238324433E+2           3.8423611110E+1           7.8533280720E+2           2.8484681612E+4           -9.0719903314E+0          -7.2063078026E+1         
06/11/16                  10:12:00.6                1.6238334068E+2           3.8393750000E+1           7.8573128749E+2           2.8566851877E+4           -9.1508017954E+0          -7.2310132427E+1         
