DATE                      TIME                      DAYS_SINCE_JAN            H2O                       D_1816                    D_DH                     
02/08/16                  10:57:48.5                3.8456811938E+1           7.2620907801E+3           -2.0799750951E+1          -1.4826450925E+2         
02/08/16                  10:57:53.6                3.8456871222E+1           7.2591857711E+3           -2.0616359653E+1          -1.4870506730E+2         
02/08/16                  10:58:00.6                3.8456951883E+1           7.2573349646E+3           -2.0661699545E+1          -1.4701040016E+2         
02/08/16                  10:58:05.6                3.8457010322E+1           7.2461142021E+3           -2.0468890115E+1          -1.5268525922E+2         
02/08/16                  10:58:10.7                3.8457069162E+1           7.2355875303E+3           -2.0343599713E+1          -1.4968912454E+2         
02/08/16                  10:58:15.8                3.8457128307E+1           7.2401759865E+3           -1.9998840406E+1          -1.5066317533E+2         
02/08/16                  10:58:20.9                3.8457186929E+1           7.2368055259E+3           -2.0311926827E+1          -1.5047609558E+2         
02/08/16                  10:58:26.0                3.8457245767E+1           7.2414189732E+3           -2.0195109099E+1          -1.5129991889E+2         
02/08/16                  10:58:31.1                3.8457304491E+1           7.2497226882E+3           -1.9868947770E+1          -1.5510943860E+2         
02/08/16                  10:58:36.2                3.8457363544E+1           7.2428661180E+3           -1.9774432115E+1          -1.5465607974E+2         
02/08/16                  10:58:41.3                3.8457422502E+1           7.2217281012E+3           -2.0201949093E+1          -1.4828427945E+2         
02/08/16                  10:58:46.4                3.8457481680E+1           7.2110284652E+3           -1.9741825297E+1          -1.5317631140E+2         
02/08/16                  10:58:51.5                3.8457540906E+1           7.2309388806E+3           -1.9477656045E+1          -1.4884950972E+2         
02/08/16                  10:58:58.4                3.8457621110E+1           7.2375430670E+3           -1.9619420973E+1          -1.5469151660E+2         
02/08/16                  10:59:03.5                3.8457679605E+1           7.2382166499E+3           -1.9429429329E+1          -1.5428329582E+2         
02/08/16                  10:59:08.5                3.8457738283E+1           7.2413422916E+3           -1.9944821158E+1          -1.5147699614E+2         
02/08/16                  10:59:13.6                3.8457797101E+1           7.2288026302E+3           -1.9437444514E+1          -1.5445013559E+2         
02/08/16                  10:59:18.7                3.8457856407E+1           7.2234537644E+3           -1.9727218133E+1          -1.5411631439E+2         
02/08/16                  10:59:23.9                3.8457915785E+1           7.2251635924E+3           -1.9563907943E+1          -1.5491317648E+2         
02/08/16                  10:59:29.0                3.8457974743E+1           7.2230508703E+3           -1.9518802855E+1          -1.5543020325E+2         
02/08/16                  10:59:34.1                3.8458033738E+1           7.2149557505E+3           -1.8832091205E+1          -1.6052707876E+2         
02/08/16                  10:59:39.2                3.8458092650E+1           7.2148518117E+3           -1.8885806910E+1          -1.5631617282E+2         
