DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              BASELINE                  H2O                       D_1816                    D_DH                     
07/06/16                  12:46:40.9                1.8749075156E+2           4.0375000000E+1           7.8527699302E+2           3.8722412075E+4           -1.1239874256E+1          -5.2251337143E+1         
07/06/16                  12:47:00.1                1.8749097425E+2           4.0375000000E+1           7.8490364731E+2           3.7641314157E+4           -8.8973531891E+0          -5.2492939509E+1         
07/06/16                  12:47:22.9                1.8749123786E+2           4.0367500000E+1           7.8736527007E+2           3.7593287323E+4           -1.4267404060E+1          -5.4583061635E+1         
07/06/16                  12:47:44.9                1.8749149234E+2           4.0381578950E+1           7.8577236406E+2           3.8597501261E+4           -1.0013994454E+1          -5.2073402231E+1         
07/06/16                  12:48:05.2                1.8749172704E+2           4.0450000000E+1           7.8650142277E+2           3.8853203942E+4           -1.3926572768E+0          -4.5830848178E+1         
07/06/16                  12:48:30.3                1.8749201813E+2           4.0497395830E+1           7.8554316862E+2           3.9027286216E+4           -7.0601930062E+0          -5.1644142535E+1         
07/06/16                  12:48:53.5                1.8749228617E+2           4.0500000000E+1           7.8516408631E+2           3.7873822186E+4           -9.5227187065E+0          -5.1911990561E+1         
07/06/16                  12:49:15.1                1.8749253691E+2           4.0500000000E+1           7.8531842516E+2           3.7777229590E+4           -9.4552781496E+0          -5.3035285550E+1         
07/06/16                  12:49:34.3                1.8749275848E+2           4.0470108700E+1           7.8527376015E+2           3.7612935244E+4           -9.3527713336E+0          -5.2411162070E+1         
07/06/16                  12:50:00.4                1.8749306027E+2           4.0453703700E+1           7.8516890078E+2           3.7859056052E+4           -8.1082218778E+0          -5.3163548305E+1         
07/06/16                  12:50:24.9                1.8749334435E+2           4.0437500000E+1           7.8522027164E+2           3.7622225243E+4           -1.1363551959E+1          -5.3147839373E+1         
07/06/16                  12:50:44.9                1.8749357634E+2           4.0428571430E+1           7.8427506505E+2           3.8158341549E+4           -1.8405702748E+1          -5.1995007593E+1         
07/06/16                  12:51:07.2                1.8749383408E+2           4.0437500000E+1           7.8443576305E+2           3.7892238444E+4           -7.9561509310E+0          -5.8840627366E+1         
07/06/16                  12:51:29.7                1.8749409421E+2           4.0455000000E+1           7.8423194251E+2           3.7907088148E+4           -8.3577012071E+0          -5.2494476197E+1         
07/06/16                  12:51:52.1                1.8749435413E+2           4.0437500000E+1           7.8563748633E+2           3.7454949820E+4           -1.0426572261E+1          -5.4324262750E+1         
07/06/16                  12:52:14.6                1.8749461386E+2           4.0444852940E+1           7.8495353349E+2           3.7591774128E+4           -8.7977490961E+0          -5.3550389721E+1         
07/06/16                  12:52:32.9                1.8749482538E+2           4.0489583330E+1           7.8416488618E+2           3.7182729166E+4           -9.5379350776E+0          -5.3528408643E+1         
07/06/16                  12:52:55.2                1.8749508437E+2           4.0500000000E+1           7.8596811451E+2           3.6955648089E+4           -1.1508832525E+1          -5.5362498691E+1         
07/06/16                  12:53:15.5                1.8749531944E+2           4.0524305560E+1           7.8492219803E+2           3.7026473522E+4           -8.9773325821E+0          -5.5772651526E+1         
07/06/16                  12:53:31.5                1.8749550348E+2           4.0562500000E+1           7.8583093188E+2           3.7082772681E+4           -1.0642054241E+1          -5.4873300336E+1         
07/06/16                  12:53:49.4                1.8749571126E+2           4.0531250000E+1           7.8688598818E+2           3.7284240417E+4           -9.5794471579E+0          -5.6282338835E+1         
07/06/16                  12:54:10.9                1.8749595951E+2           4.0531250000E+1           7.8359593606E+2           3.8746779781E+4           -1.4493527558E+1          -3.7668341421E+1         
07/06/16                  12:54:40.5                1.8749630222E+2           4.0560344830E+1           7.8586966584E+2           3.8951812494E+4           -7.3083415552E+0          -5.1945647016E+1         
07/06/16                  12:55:04.5                1.8749658022E+2           4.0607142860E+1           7.8417295754E+2           3.8175979347E+4           -4.4697775735E+0          -5.2596623808E+1         
07/06/16                  12:55:26.8                1.8749683882E+2           4.0593750000E+1           7.8538560441E+2           3.6834319500E+4           -6.6473178194E+0          -5.8409418136E+1         
07/06/16                  12:55:46.2                1.8749706261E+2           4.0625000000E+1           7.8612017497E+2           3.6752187110E+4           -1.0628786873E+1          -5.9742247719E+1         
07/06/16                  12:56:09.1                1.8749732778E+2           4.0638392860E+1           7.8276150201E+2           3.7571282792E+4           -1.0950248146E+1          -5.9828619941E+1         
07/06/16                  12:56:36.7                1.8749764813E+2           4.0673913040E+1           7.8601293709E+2           3.8715398352E+4           -1.1442952986E+1          -5.3152960129E+1         
07/06/16                  12:56:59.6                1.8749791253E+2           4.0625000000E+1           7.8475884075E+2           3.8709028148E+4           -8.5599722145E+0          -5.3516600563E+1         
07/06/16                  12:57:24.4                1.8749820022E+2           4.0616477270E+1           7.8502635858E+2           3.7694091201E+4           -7.6756301091E+0          -5.6138405350E+1         
07/06/16                  12:57:44.0                1.8749842640E+2           4.0583333330E+1           7.8419457670E+2           3.6875432302E+4           -1.5013189694E+1          -5.5093497593E+1         
07/06/16                  12:58:05.0                1.8749866915E+2           4.0622023810E+1           7.8473716372E+2           3.6768567414E+4           -1.5072633100E+1          -5.5547132302E+1         
07/06/16                  12:58:24.5                1.8749889490E+2           4.0580882350E+1           7.8619172937E+2           3.6886221524E+4           -9.8186202121E+0          -5.6972330571E+1         
07/06/16                  12:58:44.8                1.8749912967E+2           4.0562500000E+1           7.8609354563E+2           3.7174824687E+4           -8.7102832817E+0          -5.6727131414E+1         
