DATE                      TIME                      DAYS_SINCE_JAN            H2O                       D_1816                    D_DH                     
02/08/16                  17:23:42.1                3.8724793377E+1           9.0780802211E+1           1.6446773375E+2           -1.0311569711E+2         
02/08/16                  17:23:47.2                3.8724851885E+1           9.3072394722E+1           1.3097827305E+2           2.1233847855E+2          
02/08/16                  17:23:52.2                3.8724910577E+1           8.9672105150E+1           1.5790140186E+2           -8.3359775694E+1         
02/08/16                  17:23:57.3                3.8724969034E+1           8.9061639095E+1           1.5319957922E+2           -7.6459172298E+1         
02/08/16                  17:24:02.3                3.8725027732E+1           9.0258451883E+1           1.3442991593E+2           1.1528893144E+2          
02/08/16                  17:24:07.4                3.8725086193E+1           8.5752322464E+1           1.8240276804E+2           -3.6529646681E+2         
02/08/16                  17:24:12.5                3.8725144834E+1           8.7846018802E+1           1.5073767030E+2           -1.2046498887E+2         
02/08/16                  17:24:17.5                3.8725203631E+1           8.5981624893E+1           1.5885761882E+2           1.6313875128E+1          
02/08/16                  17:24:24.4                3.8725283366E+1           8.3656911548E+1           1.7871007144E+2           -2.5527943137E+2         
02/08/16                  17:24:29.5                3.8725341838E+1           8.4482527091E+1           1.5859249918E+2           -3.2854993133E+1         
02/08/16                  17:24:34.6                3.8725400543E+1           8.7377018262E+1           1.2095012476E+2           1.6340674173E+2          
02/08/16                  17:24:39.6                3.8725459068E+1           8.2539403532E+1           1.8246422874E+2           7.6694310676E+1          
02/08/16                  17:24:44.7                3.8725517713E+1           8.2360971263E+1           1.6761670941E+2           -9.5375053912E+1         
02/08/16                  17:24:49.8                3.8725576662E+1           8.3187642236E+1           1.6618049758E+2           2.9579726487E+2          
02/08/16                  17:24:54.8                3.8725635220E+1           8.1978456728E+1           1.6030653071E+2           8.0809578896E+1          
02/08/16                  17:24:59.9                3.8725693890E+1           8.2562716918E+1           1.5308144329E+2           1.6900955018E+2          
02/08/16                  17:25:05.0                3.8725752455E+1           7.8170451263E+1           2.0512414289E+2           -3.8106465216E+2         
02/08/16                  17:25:10.0                3.8725811174E+1           7.9585407230E+1           1.7626517267E+2           -1.2431261601E+2         
02/08/16                  17:25:15.1                3.8725869815E+1           7.9303270032E+1           1.6823050054E+2           -8.5079970027E+0         
02/08/16                  17:25:22.0                3.8725949715E+1           7.8910849717E+1           1.6713607381E+2           -1.2767682110E+2         
02/08/16                  17:25:27.1                3.8726008163E+1           7.8758538125E+1           1.7252927581E+2           2.5025600328E+2          
02/08/16                  17:25:32.1                3.8726066776E+1           7.8261228873E+1           1.6527203983E+2           -4.5178336583E+0         
02/08/16                  17:25:37.2                3.8726125435E+1           7.8840574256E+1           1.5360427331E+2           9.2762712727E+1          
02/08/16                  17:25:42.3                3.8726184096E+1           7.6970015809E+1           1.7320481012E+2           -1.0058555073E+2         
02/08/16                  17:25:47.3                3.8726242827E+1           7.8865387760E+1           1.4267083273E+2           2.4082802364E+2          
02/08/16                  17:25:52.4                3.8726301245E+1           7.7519799127E+1           1.5813574297E+2           4.2185747962E+2          
02/08/16                  17:25:57.4                3.8726359866E+1           7.1604441464E+1           2.3449424517E+2           -5.1439115771E+2         
02/08/16                  17:26:02.5                3.8726418407E+1           7.4953275407E+1           1.7762548019E+2           4.9774703540E+1          
02/08/16                  17:26:07.6                3.8726476994E+1           7.3652170512E+1           1.9576470217E+2           -1.1524367589E+2         
02/08/16                  17:26:12.6                3.8726535757E+1           7.6954002223E+1           1.5034067449E+2           4.3465801041E+2          
02/08/16                  17:26:19.5                3.8726615560E+1           7.6013449472E+1           1.6445289984E+2           4.9855644519E+2          
02/08/16                  17:26:24.6                3.8726673990E+1           7.6409302330E+1           1.4581702556E+2           3.4721954522E+2          
02/08/16                  17:26:29.6                3.8726732512E+1           7.2992649913E+1           1.8022897273E+2           -9.7759582595E+0         
02/08/16                  17:26:34.7                3.8726791062E+1           7.5138491662E+1           1.5204149080E+2           4.2630670473E+2          
02/08/16                  17:26:39.8                3.8726849816E+1           7.2047177170E+1           1.8803697925E+2           -1.1661000219E+2         
02/08/16                  17:26:44.9                3.8726908714E+1           7.3667056330E+1           1.6779097521E+2           2.7357114770E+2          
02/08/16                  17:26:49.9                3.8726967394E+1           7.0471991666E+1           2.0293283000E+2           -1.1796463706E+1         
02/08/16                  17:26:55.0                3.8727026141E+1           7.0655648019E+1           1.9075221805E+2           -9.7896227709E+0         
02/08/16                  17:27:00.1                3.8727084779E+1           7.2436790751E+1           1.7817630776E+2           9.7739467980E+1          
02/08/16                  17:27:05.1                3.8727143260E+1           7.1074273876E+1           1.8642064532E+2           1.0849668896E+1          
02/08/16                  17:27:10.2                3.8727202017E+1           6.9970655694E+1           1.9419597039E+2           -1.9220163608E+2         
02/08/16                  17:27:17.1                3.8727281884E+1           7.0511307879E+1           1.8592312894E+2           -1.2323651854E+1         
02/08/16                  17:27:22.1                3.8727340199E+1           6.8625301722E+1           2.0808295155E+2           5.7226336282E+1          
02/08/16                  17:27:27.2                3.8727398691E+1           7.0438880945E+1           1.7235457708E+2           2.2875487726E+2          
02/08/16                  17:27:32.3                3.8727457370E+1           6.7085009944E+1           2.3114712861E+2           -2.7717210217E+2         
02/08/16                  17:27:37.3                3.8727516000E+1           6.9487425233E+1           1.8911725963E+2           3.3627208179E+2          
02/08/16                  17:27:42.4                3.8727574644E+1           6.5975870438E+1           2.3522678535E+2           -2.9408055039E+2         
02/08/16                  17:27:47.4                3.8727633073E+1           7.0055745714E+1           1.6181385966E+2           3.5517396999E+2          
02/08/16                  17:27:52.5                3.8727691753E+1           6.6528378218E+1           2.2599999365E+2           -4.4388161878E+2         
02/08/16                  17:27:57.6                3.8727750322E+1           6.8839545351E+1           1.7791339804E+2           1.3736954158E+2          
02/08/16                  17:28:02.6                3.8727808837E+1           6.7238752166E+1           2.0445307525E+2           1.1702609711E+2          
02/08/16                  17:28:07.7                3.8727867607E+1           6.8068768343E+1           1.8418757872E+2           1.0968546938E+2          
02/08/16                  17:28:14.6                3.8727947253E+1           6.6811937247E+1           2.0197489900E+2           3.1060143486E+2          
02/08/16                  17:28:19.6                3.8728005715E+1           6.4138133164E+1           2.4194641097E+2           -2.1418873219E+2         
02/08/16                  17:28:24.7                3.8728064208E+1           6.8277954344E+1           1.6849687919E+2           4.5843291035E+2          
02/08/16                  17:28:29.7                3.8728122658E+1           6.4327561385E+1           2.3260306477E+2           -1.6060485791E+2         
02/08/16                  17:28:34.8                3.8728181214E+1           6.5241771829E+1           2.2145045279E+2           2.1775961277E+2          
02/08/16                  17:28:39.9                3.8728239961E+1           6.4286892769E+1           2.1923353666E+2           -5.2120312408E+1         
02/08/16                  17:28:45.0                3.8728298631E+1           6.4624247053E+1           2.2232369437E+2           1.5420487970E+2          
02/08/16                  17:28:50.0                3.8728357331E+1           6.4474200774E+1           2.1738639606E+2           -1.4603283317E+2         
02/08/16                  17:28:55.1                3.8728415906E+1           6.3718168317E+1           2.1845345055E+2           -1.3512315836E+2         
02/08/16                  17:29:00.1                3.8728474490E+1           6.5246319594E+1           1.9928305059E+2           2.0783121314E+2          
02/08/16                  17:29:05.2                3.8728533224E+1           6.5444439889E+1           1.8232840604E+2           2.4096867282E+2          
02/08/16                  17:29:12.1                3.8728612961E+1           6.1019817523E+1           2.8208537703E+2           -3.0668382829E+2         
02/08/16                  17:29:17.2                3.8728671340E+1           6.3684362979E+1           2.0767727389E+2           8.8085020870E+1          
02/08/16                  17:29:22.2                3.8728729929E+1           6.4474886642E+1           2.1295198331E+2           4.1815743517E+2          
02/08/16                  17:29:27.3                3.8728788448E+1           6.3589608101E+1           2.2029462947E+2           2.7509260858E+2          
02/08/16                  17:29:32.3                3.8728847000E+1           6.4623152127E+1           1.9894922320E+2           1.7505946055E+2          
02/08/16                  17:29:37.4                3.8728905936E+1           6.6228614909E+1           1.6929430200E+2           3.8491795678E+2          
02/08/16                  17:29:42.5                3.8728964422E+1           6.1563530771E+1           2.4926823769E+2           -5.7852247554E+1         
02/08/16                  17:29:47.5                3.8729023019E+1           6.3376755149E+1           2.0788106896E+2           3.0084398902E-1          
02/08/16                  17:29:52.6                3.8729081507E+1           6.3377261858E+1           2.1128135225E+2           -1.2994479134E+1         
02/08/16                  17:29:57.7                3.8729140055E+1           6.2162244571E+1           2.2305932557E+2           -1.0288756415E+2         
02/08/16                  17:30:02.7                3.8729198827E+1           6.3212141580E+1           1.9758024549E+2           1.9817675230E+2          
02/08/16                  17:30:09.6                3.8729278648E+1           6.3486795216E+1           2.0595104625E+2           2.8295344978E+2          
02/08/16                  17:30:14.7                3.8729337160E+1           6.1631452759E+1           2.2276257643E+2           7.8120529005E+0          
02/08/16                  17:30:19.7                3.8729395743E+1           6.2592099497E+1           2.0769085399E+2           1.4278289358E+2          
02/08/16                  17:30:24.8                3.8729454383E+1           5.9295923264E+1           2.5762690065E+2           -2.5181101703E+2         
02/08/16                  17:30:29.9                3.8729512927E+1           6.2250081058E+1           2.0186158944E+2           2.1596117203E+2          
02/08/16                  17:30:34.9                3.8729571635E+1           6.0627234313E+1           2.3107442447E+2           -5.5905239747E+1         
02/08/16                  17:30:40.0                3.8729629978E+1           5.8870278752E+1           2.6191515361E+2           -2.0515156745E+2         
02/08/16                  17:30:45.0                3.8729688558E+1           6.3506958313E+1           1.8199370039E+2           1.6714674882E+2          
02/08/16                  17:30:50.1                3.8729747272E+1           5.7894323486E+1           2.7967030120E+2           -1.9534828826E+2         
