DATE                      TIME                      DAYS_SINCE_JAN            H2O                       D_1816                    D_DH                     
11/23/15                  10:10:28.3                3.2642393891E+2           1.9274173439E+2           4.8051838234E+1           -1.8787009396E+2         
11/23/15                  10:10:33.3                3.2642399762E+2           1.9407573027E+2           3.9376159079E+1           -2.0246300789E+2         
11/23/15                  10:10:40.5                3.2642408013E+2           1.9954476008E+2           8.5405788001E+0           1.2807038284E+2          
11/23/15                  10:10:45.5                3.2642413859E+2           1.9763056758E+2           2.1666161987E+1           9.7643019171E+1          
11/23/15                  10:10:50.6                3.2642419707E+2           1.9374530420E+2           3.8010740631E+1           -6.4882231170E+1         
11/23/15                  10:10:55.6                3.2642425559E+2           1.9513599989E+2           2.9093531764E+1           7.7012390992E+1          
11/23/15                  10:11:00.7                3.2642431409E+2           1.9020680003E+2           4.9850582591E+1           -1.9330354434E+2         
11/23/15                  10:11:05.8                3.2642437288E+2           1.9174136944E+2           4.2502772259E+1           -1.7237522630E+2         
11/23/15                  10:11:10.8                3.2642443121E+2           1.8787765567E+2           5.2892117054E+1           -2.6241874546E+2         
11/23/15                  10:11:15.9                3.2642448972E+2           1.9059848759E+2           4.2469857116E+1           -1.7892192958E+2         
11/23/15                  10:11:20.9                3.2642454821E+2           1.8855086551E+2           4.9031135179E+1           -2.1449921010E+2         
11/23/15                  10:11:26.0                3.2642460669E+2           1.8744603131E+2           5.0082787714E+1           -2.8738659320E+2         
11/23/15                  10:11:31.0                3.2642466538E+2           1.8976898636E+2           3.7576863018E+1           -1.1258025476E+2         
11/23/15                  10:11:37.9                3.2642474504E+2           1.8754809114E+2           4.4516596490E+1           -1.6968263022E+2         
11/23/15                  10:11:43.0                3.2642480339E+2           1.8982950498E+2           3.1908523745E+1           -8.4042746902E+1         
11/23/15                  10:11:48.0                3.2642486191E+2           1.8544277323E+2           5.1711715575E+1           -1.6766154722E+2         
11/23/15                  10:11:53.1                3.2642492047E+2           1.8263460065E+2           6.0060894146E+1           -2.1977576982E+2         
11/23/15                  10:11:58.1                3.2642497897E+2           1.8531230249E+2           4.8903728148E+1           -1.4521842452E+2         
11/23/15                  10:12:03.2                3.2642503791E+2           1.8213293101E+2           5.7023800023E+1           -2.9301509790E+2         
11/23/15                  10:12:08.3                3.2642509687E+2           1.8345411520E+2           4.7967001950E+1           -1.6269679591E+2         
