DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              BASELINE                  H2O                       D_1816                    D_DH                     
06/07/16                  10:12:51.9                1.5838393472E+2           3.6937500000E+1           7.8587600117E+2           2.2922027221E+4           -9.6318814948E+0          -8.3174947687E+1         
06/07/16                  10:12:58.3                1.5838400865E+2           3.6885416670E+1           7.8590641217E+2           2.2687394400E+4           -9.2627086815E+0          -8.3663508956E+1         
06/07/16                  10:13:04.7                1.5838408261E+2           3.6833333330E+1           7.8649067727E+2           2.2523746940E+4           -9.1433315263E+0          -8.4695338854E+1         
06/07/16                  10:13:11.0                1.5838415578E+2           3.6776785710E+1           7.8651910200E+2           2.2454339629E+4           -9.1641133434E+0          -8.4448843496E+1         
06/07/16                  10:13:17.4                1.5838422985E+2           3.6750000000E+1           7.8635601509E+2           2.2593780370E+4           -9.3501505146E+0          -8.4678661212E+1         
06/07/16                  10:13:23.7                1.5838430267E+2           3.6705357140E+1           7.8583109601E+2           2.2696114327E+4           -9.6309922643E+0          -8.2752159548E+1         
06/07/16                  10:13:29.9                1.5838437441E+2           3.6656250000E+1           7.8594037232E+2           2.2766794595E+4           -9.7695725959E+0          -8.3020951630E+1         
06/07/16                  10:13:36.1                1.5838444658E+2           3.6604166670E+1           7.8639618407E+2           2.2840221712E+4           -9.3285696106E+0          -8.4466611282E+1         
06/07/16                  10:13:42.4                1.5838451876E+2           3.6541666670E+1           7.8611423243E+2           2.2901629318E+4           -9.2470258112E+0          -8.3561649899E+1         
06/07/16                  10:13:48.8                1.5838459337E+2           3.6500000000E+1           7.8614273201E+2           2.2950312249E+4           -9.5048286586E+0          -8.3723833093E+1         
06/07/16                  10:13:55.1                1.5838466648E+2           3.6489583330E+1           7.8575814918E+2           2.2969026362E+4           -9.8055301534E+0          -8.3444763253E+1         
06/07/16                  10:14:03.4                1.5838476191E+2           3.6447916670E+1           7.8597823732E+2           2.2994637636E+4           -1.0227613837E+1          -8.3799133550E+1         
06/07/16                  10:14:09.7                1.5838483537E+2           3.6392857140E+1           7.8587156148E+2           2.3005752201E+4           -9.8238515998E+0          -8.3162119494E+1         
06/07/16                  10:14:16.0                1.5838490746E+2           3.6343750000E+1           7.8611918448E+2           2.3000475134E+4           -9.8310019254E+0          -8.3847238116E+1         
06/07/16                  10:14:22.2                1.5838498028E+2           3.6270833330E+1           7.8626645145E+2           2.2852821169E+4           -9.8940616154E+0          -8.4154436287E+1         
06/07/16                  10:14:28.3                1.5838505044E+2           3.6250000000E+1           7.8567146598E+2           2.2612065907E+4           -1.0203153934E+1          -8.2622746554E+1         
06/07/16                  10:14:34.3                1.5838512036E+2           3.6187500000E+1           7.8602104096E+2           2.2397007777E+4           -9.9385802919E+0          -8.4022232011E+1         
06/07/16                  10:14:40.4                1.5838518990E+2           3.6125000000E+1           7.8601588082E+2           2.2242561968E+4           -1.0080048153E+1          -8.3290501727E+1         
06/07/16                  10:14:46.3                1.5838525922E+2           3.6104166670E+1           7.8573708521E+2           2.2287368730E+4           -1.0492061422E+1          -8.2888722055E+1         
06/07/16                  10:14:52.6                1.5838533166E+2           3.6041666670E+1           7.8592170614E+2           2.2330047958E+4           -1.0146756560E+1          -8.3040947571E+1         
06/07/16                  10:14:58.7                1.5838540240E+2           3.6000000000E+1           7.8578593397E+2           2.2325956229E+4           -1.0274541852E+1          -8.2741879602E+1         
06/07/16                  10:15:04.9                1.5838547369E+2           3.5958333330E+1           7.8614307317E+2           2.2339622126E+4           -1.0319256755E+1          -8.3866333959E+1         
06/07/16                  10:15:13.2                1.5838556955E+2           3.5885416670E+1           7.8609153543E+2           2.2351543375E+4           -1.0180959620E+1          -8.2922208034E+1         
06/07/16                  10:15:19.3                1.5838564046E+2           3.5875000000E+1           7.8583031302E+2           2.2346672114E+4           -1.0457829062E+1          -8.3219338028E+1         
06/07/16                  10:15:25.2                1.5838570916E+2           3.5854166670E+1           7.8575243416E+2           2.2341268305E+4           -1.0550160946E+1          -8.2707137785E+1         
06/07/16                  10:15:31.3                1.5838577947E+2           3.5791666670E+1           7.8559039519E+2           2.2335958206E+4           -1.0363719181E+1          -8.2637687327E+1         
06/07/16                  10:15:37.2                1.5838584826E+2           3.5750000000E+1           7.8587777741E+2           2.2333590502E+4           -1.0679184468E+1          -8.2963298577E+1         
06/07/16                  10:15:43.3                1.5838591790E+2           3.5708333330E+1           7.8573758128E+2           2.2348032558E+4           -1.0461187692E+1          -8.2355471646E+1         
06/07/16                  10:15:49.1                1.5838598583E+2           3.5687500000E+1           7.8583308551E+2           2.2350545188E+4           -1.1012982601E+1          -8.3364736463E+1         
06/07/16                  10:15:55.0                1.5838605429E+2           3.5687500000E+1           7.8602745322E+2           2.2358256638E+4           -1.0650838794E+1          -8.3624307619E+1         
06/07/16                  10:16:01.0                1.5838612310E+2           3.5687500000E+1           7.8569216945E+2           2.2363332807E+4           -1.0702065163E+1          -8.2588844550E+1         
06/07/16                  10:16:07.0                1.5838619266E+2           3.5687500000E+1           7.8633317833E+2           2.2365568065E+4           -1.0486798358E+1          -8.4104677276E+1         
06/07/16                  10:16:13.0                1.5838626240E+2           3.5729166670E+1           7.8577770471E+2           2.2380467894E+4           -1.0752729521E+1          -8.2344728556E+1         
06/07/16                  10:16:20.8                1.5838635300E+2           3.5750000000E+1           7.8602509827E+2           2.2397164550E+4           -1.0868342405E+1          -8.3163111518E+1         
06/07/16                  10:16:26.8                1.5838642242E+2           3.5750000000E+1           7.8595565889E+2           2.2412074143E+4           -1.0639333077E+1          -8.2734859325E+1         
06/07/16                  10:16:32.8                1.5838649190E+2           3.5781250000E+1           7.8642078114E+2           2.2420441420E+4           -1.1000742905E+1          -8.3822388531E+1         
06/07/16                  10:16:38.9                1.5838656189E+2           3.5812500000E+1           7.8631679027E+2           2.2455569054E+4           -1.0840987053E+1          -8.3766180231E+1         
06/07/16                  10:16:45.1                1.5838663331E+2           3.5812500000E+1           7.8615807091E+2           2.2463782397E+4           -1.1032199047E+1          -8.3389321135E+1         
06/07/16                  10:16:51.2                1.5838670379E+2           3.5864583330E+1           7.8544538173E+2           2.2479414578E+4           -1.1319581432E+1          -8.2290564838E+1         
06/07/16                  10:16:57.2                1.5838677351E+2           3.5875000000E+1           7.8627620117E+2           2.2462108939E+4           -1.1010173320E+1          -8.3317999472E+1         
06/07/16                  10:17:03.3                1.5838684443E+2           3.5895833330E+1           7.8595380137E+2           2.2483565434E+4           -1.1216894404E+1          -8.2729234404E+1         
06/07/16                  10:17:09.4                1.5838691465E+2           3.5937500000E+1           7.8610876516E+2           2.2476699475E+4           -1.1169570642E+1          -8.2666378193E+1         
06/07/16                  10:17:15.5                1.5838698549E+2           3.6000000000E+1           7.8601799210E+2           2.2473423982E+4           -1.1140876702E+1          -8.2121822010E+1         
06/07/16                  10:17:21.5                1.5838705550E+2           3.6000000000E+1           7.8638493862E+2           2.2477595309E+4           -1.1395883385E+1          -8.4187157592E+1         
06/07/16                  10:17:29.5                1.5838714809E+2           3.6000000000E+1           7.8620064058E+2           2.2480177478E+4           -1.1306580290E+1          -8.3046398386E+1         
06/07/16                  10:17:35.6                1.5838721866E+2           3.6062500000E+1           7.8623551715E+2           2.2480954077E+4           -1.1522916431E+1          -8.3181663050E+1         
06/07/16                  10:17:41.7                1.5838728864E+2           3.6125000000E+1           7.8633061204E+2           2.2484017891E+4           -1.1199584152E+1          -8.2814043645E+1         
06/07/16                  10:17:47.8                1.5838735913E+2           3.6156250000E+1           7.8608795016E+2           2.2480353349E+4           -1.1177787231E+1          -8.2144172625E+1         
06/07/16                  10:17:53.9                1.5838742983E+2           3.6187500000E+1           7.8632756096E+2           2.2486743232E+4           -1.1244168232E+1          -8.3702498664E+1         
06/07/16                  10:18:00.0                1.5838750075E+2           3.6208333330E+1           7.8607720267E+2           2.2495704077E+4           -1.1488461467E+1          -8.2337798906E+1         
06/07/16                  10:18:06.1                1.5838757162E+2           3.6229166670E+1           7.8621445917E+2           2.2507724131E+4           -1.1426779298E+1          -8.2183493180E+1         
06/07/16                  10:18:12.3                1.5838764351E+2           3.6250000000E+1           7.8596092168E+2           2.2521235403E+4           -1.1696571274E+1          -8.2889413501E+1         
06/07/16                  10:18:18.7                1.5838771735E+2           3.6260416670E+1           7.8627504211E+2           2.2521436762E+4           -1.1520293975E+1          -8.2906710496E+1         
06/07/16                  10:18:24.8                1.5838778803E+2           3.6250000000E+1           7.8619478562E+2           2.2537421629E+4           -1.1858522860E+1          -8.2280795161E+1         
06/07/16                  10:18:30.9                1.5838785806E+2           3.6208333330E+1           7.8613019405E+2           2.2552117823E+4           -1.1735024079E+1          -8.1909932074E+1         
06/07/16                  10:18:38.9                1.5838795138E+2           3.6177083330E+1           7.8655085015E+2           2.2568244289E+4           -1.1289770320E+1          -8.3173294106E+1         
06/07/16                  10:18:45.1                1.5838802204E+2           3.6187500000E+1           7.8610581059E+2           2.2587770009E+4           -1.1729324384E+1          -8.2234816290E+1         
06/07/16                  10:18:51.1                1.5838809251E+2           3.6125000000E+1           7.8628574243E+2           2.2608662487E+4           -1.1520566032E+1          -8.2216155805E+1         
06/07/16                  10:18:57.5                1.5838816643E+2           3.6062500000E+1           7.8693830446E+2           2.2617595289E+4           -1.1633969918E+1          -8.4011195306E+1         
06/07/16                  10:19:03.8                1.5838823903E+2           3.6062500000E+1           7.8640631296E+2           2.2649045781E+4           -1.1299024199E+1          -8.2409620549E+1         
06/07/16                  10:19:09.8                1.5838830854E+2           3.6010416670E+1           7.8641595317E+2           2.2644416556E+4           -1.1399648242E+1          -8.2554666992E+1         
06/07/16                  10:19:15.9                1.5838837947E+2           3.6000000000E+1           7.8675684805E+2           2.2643691985E+4           -1.1894954002E+1          -8.3517341118E+1         
06/07/16                  10:19:22.4                1.5838845437E+2           3.6026785710E+1           7.8684348305E+2           2.2627526770E+4           -1.1434275743E+1          -8.3845534523E+1         
06/07/16                  10:19:28.7                1.5838852722E+2           3.6062500000E+1           7.8622408369E+2           2.2634301319E+4           -1.2021906601E+1          -8.2526133727E+1         
06/07/16                  10:19:34.8                1.5838859778E+2           3.6125000000E+1           7.8644013914E+2           2.2619010805E+4           -1.1717632382E+1          -8.2730239329E+1         
06/07/16                  10:19:41.2                1.5838867146E+2           3.6177083330E+1           7.8651370266E+2           2.2628069313E+4           -1.1611889696E+1          -8.3026452890E+1         
06/07/16                  10:19:49.4                1.5838876708E+2           3.6145833330E+1           7.8672298189E+2           2.2634739688E+4           -1.1843570288E+1          -8.3386029692E+1         
06/07/16                  10:19:55.9                1.5838884256E+2           3.6160714290E+1           7.8660878900E+2           2.2645122900E+4           -1.2109004775E+1          -8.3493019423E+1         
06/07/16                  10:20:02.2                1.5838891529E+2           3.6125000000E+1           7.8669114264E+2           2.2656362002E+4           -1.1882912983E+1          -8.3273397716E+1         
06/07/16                  10:20:08.6                1.5838898848E+2           3.6135416670E+1           7.8684691727E+2           2.2674097283E+4           -1.1388612612E+1          -8.3607938362E+1         
06/07/16                  10:20:14.6                1.5838905831E+2           3.6125000000E+1           7.8655901827E+2           2.2687824641E+4           -1.1712279024E+1          -8.3157623668E+1         
06/07/16                  10:20:21.1                1.5838913350E+2           3.6125000000E+1           7.8640746963E+2           2.2714389557E+4           -1.1677363430E+1          -8.2892867681E+1         
06/07/16                  10:20:27.4                1.5838920611E+2           3.6125000000E+1           7.8670547302E+2           2.2728560326E+4           -1.1788461481E+1          -8.3338576470E+1         
06/07/16                  10:20:33.5                1.5838927757E+2           3.6135416670E+1           7.8620050325E+2           2.2745195135E+4           -1.1572404202E+1          -8.1543765393E+1         
06/07/16                  10:20:39.8                1.5838935007E+2           3.6135416670E+1           7.8690606372E+2           2.2764446436E+4           -1.1721118332E+1          -8.3511369972E+1         
06/07/16                  10:20:46.1                1.5838942289E+2           3.6140625000E+1           7.8663914410E+2           2.2792087601E+4           -1.1747118058E+1          -8.3243516028E+1         
06/07/16                  10:20:52.3                1.5838949481E+2           3.6125000000E+1           7.8675983516E+2           2.2810044662E+4           -1.1565004489E+1          -8.2805872471E+1         
06/07/16                  10:21:00.4                1.5838958818E+2           3.6125000000E+1           7.8669504722E+2           2.2834286297E+4           -1.1810897347E+1          -8.3117873995E+1         
06/07/16                  10:21:06.5                1.5838965918E+2           3.6104166670E+1           7.8675044246E+2           2.2858545605E+4           -1.1919049711E+1          -8.3480454355E+1         
06/07/16                  10:21:12.8                1.5838973262E+2           3.6125000000E+1           7.8689993442E+2           2.2867715092E+4           -1.1737435347E+1          -8.2874814595E+1         
06/07/16                  10:21:19.2                1.5838980645E+2           3.6125000000E+1           7.8664657382E+2           2.2899914625E+4           -1.1829850009E+1          -8.3118421770E+1         
06/07/16                  10:21:25.4                1.5838987838E+2           3.6125000000E+1           7.8653651313E+2           2.2909991672E+4           -1.1712117390E+1          -8.2638074240E+1         
06/07/16                  10:21:31.7                1.5838995044E+2           3.6072916670E+1           7.8670189969E+2           2.2932472902E+4           -1.1681762629E+1          -8.2894934609E+1         
06/07/16                  10:21:37.7                1.5839002061E+2           3.6083333330E+1           7.8639052640E+2           2.2957148038E+4           -1.2082405326E+1          -8.2309589329E+1         
06/07/16                  10:21:44.1                1.5839009488E+2           3.6071428570E+1           7.8655813130E+2           2.2969357691E+4           -1.1683620454E+1          -8.2748075050E+1         
06/07/16                  10:21:50.6                1.5839016918E+2           3.6031250000E+1           7.8668510286E+2           2.2985765066E+4           -1.1494253859E+1          -8.2995752135E+1         
06/07/16                  10:21:57.0                1.5839024344E+2           3.6000000000E+1           7.8645490188E+2           2.3011722882E+4           -1.1865127123E+1          -8.2394941325E+1         
06/07/16                  10:22:03.3                1.5839031609E+2           3.6000000000E+1           7.8674989893E+2           2.3019709979E+4           -1.1789470633E+1          -8.3128311069E+1         
06/07/16                  10:22:11.6                1.5839041222E+2           3.5968750000E+1           7.8682174542E+2           2.3044161519E+4           -1.1337696330E+1          -8.3285708226E+1         
06/07/16                  10:22:18.0                1.5839048643E+2           3.5937500000E+1           7.8661843204E+2           2.3064566324E+4           -1.2052988295E+1          -8.2680037849E+1         
06/07/16                  10:22:24.4                1.5839056128E+2           3.5937500000E+1           7.8655015780E+2           2.3083152707E+4           -1.1909127099E+1          -8.3064072384E+1         
06/07/16                  10:22:30.6                1.5839063268E+2           3.5906250000E+1           7.8685427098E+2           2.3101284941E+4           -1.1594422639E+1          -8.3361391888E+1         
06/07/16                  10:22:37.0                1.5839070638E+2           3.5875000000E+1           7.8651025689E+2           2.3118640685E+4           -1.1640739601E+1          -8.2245390818E+1         
06/07/16                  10:22:43.5                1.5839078220E+2           3.5875000000E+1           7.8663472365E+2           2.3128166887E+4           -1.1812337628E+1          -8.2763888668E+1         
06/07/16                  10:22:49.9                1.5839085634E+2           3.5875000000E+1           7.8687698091E+2           2.3133060142E+4           -1.1410627126E+1          -8.3123475919E+1         
06/07/16                  10:22:56.4                1.5839093116E+2           3.5843750000E+1           7.8675232357E+2           2.3156631906E+4           -1.1888945917E+1          -8.3648214812E+1         
06/07/16                  10:23:02.9                1.5839100607E+2           3.5875000000E+1           7.8646483991E+2           2.3161958195E+4           -1.1654072256E+1          -8.2248780424E+1         
06/07/16                  10:23:09.5                1.5839108308E+2           3.5875000000E+1           7.8650218504E+2           2.3188474423E+4           -1.1699930601E+1          -8.2427875421E+1         
06/07/16                  10:23:16.2                1.5839116054E+2           3.5875000000E+1           7.8678721596E+2           2.3184610099E+4           -1.1735492175E+1          -8.2960523594E+1         
06/07/16                  10:23:24.8                1.5839126009E+2           3.5883928570E+1           7.8626251999E+2           2.3206740096E+4           -1.1770877874E+1          -8.1503298631E+1         
06/07/16                  10:23:31.3                1.5839133531E+2           3.5875000000E+1           7.8599401824E+2           2.3213212833E+4           -1.1963584047E+1          -8.1557554954E+1         
06/07/16                  10:23:37.6                1.5839140799E+2           3.5875000000E+1           7.8661205094E+2           2.3227100543E+4           -1.1923144593E+1          -8.2812675007E+1         
06/07/16                  10:23:43.9                1.5839148111E+2           3.5857142860E+1           7.8618118725E+2           2.3224716936E+4           -1.1818011634E+1          -8.1943239411E+1         
06/07/16                  10:23:50.2                1.5839155399E+2           3.5828125000E+1           7.8625592162E+2           2.3090714744E+4           -1.1977539522E+1          -8.2128360877E+1         
06/07/16                  10:23:56.6                1.5839162792E+2           3.5833333330E+1           7.8634103924E+2           2.2861402179E+4           -1.1745631802E+1          -8.2711923247E+1         
06/07/16                  10:24:02.9                1.5839170100E+2           3.5839285710E+1           7.8647359944E+2           2.2667352581E+4           -1.1606619814E+1          -8.2382698697E+1         
06/07/16                  10:24:09.3                1.5839177529E+2           3.5875000000E+1           7.8617547236E+2           2.2556546592E+4           -1.1821433320E+1          -8.2033145223E+1         
06/07/16                  10:24:15.5                1.5839184681E+2           3.5875000000E+1           7.8659612657E+2           2.2476601738E+4           -1.1505909467E+1          -8.3149330287E+1         
06/07/16                  10:24:21.5                1.5839191629E+2           3.5875000000E+1           7.8680908050E+2           2.2430969482E+4           -1.1628714571E+1          -8.3254522317E+1         
06/07/16                  10:24:27.6                1.5839198634E+2           3.5875000000E+1           7.8625053340E+2           2.2387747801E+4           -1.1754420347E+1          -8.2235658774E+1         
06/07/16                  10:24:35.8                1.5839208196E+2           3.5875000000E+1           7.8628685449E+2           2.2352741161E+4           -1.1960763101E+1          -8.2961169213E+1         
06/07/16                  10:24:42.0                1.5839215376E+2           3.5937500000E+1           7.8665401363E+2           2.2413014537E+4           -1.1711751433E+1          -8.3022743512E+1         
06/07/16                  10:24:48.4                1.5839222746E+2           3.5947916670E+1           7.8629100863E+2           2.2614525658E+4           -1.1472722677E+1          -8.2440428070E+1         
06/07/16                  10:24:54.6                1.5839229963E+2           3.5979166670E+1           7.8612380019E+2           2.2728678453E+4           -1.2179965150E+1          -8.1889267965E+1         
