DATE                      TIME                      DAYS_SINCE_JAN            H2O                       D_1816                    D_DH                     
11/21/15                  16:15:32.4                3.2467745894E+2           1.4844008564E+2           6.5042767087E+1           -1.7596418971E+2         
11/21/15                  16:15:37.5                3.2467751758E+2           1.4833460972E+2           6.8344074242E+1           -1.7367617680E+2         
11/21/15                  16:15:44.4                3.2467759769E+2           1.4914516386E+2           5.8109548157E+1           -2.3380821692E+2         
11/21/15                  16:15:49.4                3.2467765625E+2           1.4958162776E+2           6.7475429294E+1           -1.6471181401E+2         
11/21/15                  16:15:54.5                3.2467771486E+2           1.4921134200E+2           5.9958676849E+1           -2.3890102443E+2         
11/21/15                  16:15:59.6                3.2467777350E+2           1.5143249343E+2           4.6613872296E+1           -6.9721957107E+1         
11/21/15                  16:16:04.6                3.2467783199E+2           1.5132189527E+2           5.3240073302E+1           -9.2937068090E+0         
11/21/15                  16:16:09.7                3.2467789074E+2           1.4804342364E+2           6.5877502229E+1           -4.5418337820E+2         
11/21/15                  16:16:14.8                3.2467794925E+2           1.4900674571E+2           6.2030680079E+1           -1.8933660827E+2         
11/21/15                  16:16:19.8                3.2467800782E+2           1.4810412102E+2           6.7420224972E+1           -2.1820484737E+2         
11/21/15                  16:16:24.9                3.2467806631E+2           1.4621347924E+2           8.1366788155E+1           -3.9287663295E+2         
11/21/15                  16:16:29.9                3.2467812482E+2           1.5000962562E+2           5.7100321131E+1           -9.9768921489E+1         
11/21/15                  16:16:35.0                3.2467818344E+2           1.5018316463E+2           5.4149556481E+1           -1.2317912781E+2         
11/21/15                  16:16:41.9                3.2467826346E+2           1.4818989902E+2           6.5787901102E+1           -1.7799945927E+2         
11/21/15                  16:16:47.0                3.2467832206E+2           1.4908096345E+2           5.9635271265E+1           -1.2850252798E+2         
11/21/15                  16:16:52.0                3.2467838057E+2           1.4753675659E+2           6.5067554429E+1           -2.4160665568E+2         
11/21/15                  16:16:57.1                3.2467843915E+2           1.5095844927E+2           5.2642131395E+1           -5.2875989217E+1         
11/21/15                  16:17:02.2                3.2467849786E+2           1.4774633607E+2           6.9609740944E+1           -2.6366166595E+2         
11/21/15                  16:17:07.2                3.2467855654E+2           1.4798830644E+2           6.8373507585E+1           -1.0110489938E+2         
11/21/15                  16:17:12.3                3.2467861496E+2           1.4941375916E+2           5.9800651653E+1           -1.3646331437E+2         
11/21/15                  16:17:17.3                3.2467867352E+2           1.4956666385E+2           5.6409993744E+1           6.4499364074E+0          
11/21/15                  16:17:22.4                3.2467873212E+2           1.4933168555E+2           4.9500832574E+1           -1.6727449933E+2         
11/21/15                  16:17:27.5                3.2467879076E+2           1.4814263246E+2           6.0214736624E+1           -9.8989344741E+1         
11/21/15                  16:17:32.6                3.2467884967E+2           1.4752274431E+2           5.9460532882E+1           -1.6583152152E+2         
11/21/15                  16:17:39.5                3.2467892963E+2           1.4606441304E+2           7.1499480674E+1           -2.3430365310E+2         
11/21/15                  16:17:44.5                3.2467898805E+2           1.4520755560E+2           7.3779627644E+1           -1.8070450074E+2         
11/21/15                  16:17:49.6                3.2467904658E+2           1.4834880915E+2           5.8056698476E+1           -1.2822937503E+2         
11/21/15                  16:17:54.6                3.2467910504E+2           1.5153691543E+2           3.4122758616E+1           3.2749798380E+0          
11/21/15                  16:17:59.7                3.2467916373E+2           1.4978888513E+2           4.2746351635E+1           7.0712646525E+1          
11/21/15                  16:18:04.8                3.2467922254E+2           1.4816412158E+2           5.3841560127E+1           -5.0203825924E+1         
11/21/15                  16:18:09.8                3.2467928100E+2           1.4896526382E+2           4.8870294150E+1           -6.7615435559E+1         
11/21/15                  16:18:14.9                3.2467933953E+2           1.4759646411E+2           5.2582829160E+1           -4.3913135284E+1         
11/21/15                  16:18:20.0                3.2467939819E+2           1.4665043198E+2           5.7545202066E+1           -2.7854410444E+2         
11/21/15                  16:18:25.0                3.2467945672E+2           1.4814339344E+2           4.6254432635E+1           4.5323937150E+0          
11/21/15                  16:18:30.1                3.2467951548E+2           1.4165278592E+2           9.2382372054E+1           -3.9233480691E+2         
11/21/15                  16:18:37.0                3.2467959532E+2           1.4736587112E+2           4.9329155163E+1           -1.6448573703E+2         
11/21/15                  16:18:42.0                3.2467965367E+2           1.4585717015E+2           5.5735520284E+1           -1.1139187859E+2         
11/21/15                  16:18:47.1                3.2467971223E+2           1.4699955507E+2           5.1326804113E+1           4.2612248106E+1          
11/21/15                  16:18:52.1                3.2467977063E+2           1.4937441317E+2           3.5832842533E+1           6.2583027350E+1          
11/21/15                  16:18:57.2                3.2467982928E+2           1.4290290957E+2           7.4682859927E+1           -2.1099556285E+2         
11/21/15                  16:19:02.3                3.2467988795E+2           1.4273897204E+2           6.7246031584E+1           -3.1137295736E+2         
11/21/15                  16:19:07.3                3.2467994641E+2           1.4140480983E+2           7.4906650531E+1           -2.1624273566E+2         
11/21/15                  16:19:12.4                3.2468000511E+2           1.4660186228E+2           4.5328617718E+1           4.9082397055E+0          
11/21/15                  16:19:17.5                3.2468006370E+2           1.3810528576E+2           9.4633571615E+1           -4.1118024107E+2         
11/21/15                  16:19:22.5                3.2468012226E+2           1.4347727614E+2           5.9591463767E+1           -1.2133849735E+2         
11/21/15                  16:19:27.6                3.2468018096E+2           1.4446960879E+2           4.8587814084E+1           -8.7737565480E+1         
11/21/15                  16:19:34.5                3.2468026055E+2           1.4456517709E+2           4.8403408449E+1           1.0106000854E+2          
11/21/15                  16:19:39.5                3.2468031906E+2           1.4109353760E+2           6.9779241891E+1           -1.1791364757E+2         
11/21/15                  16:19:44.6                3.2468037763E+2           1.4137190127E+2           6.3577475466E+1           -2.4607029942E+2         
11/21/15                  16:19:49.6                3.2468043614E+2           1.3838808556E+2           8.4667854602E+1           -2.5825478376E+2         
11/21/15                  16:19:54.7                3.2468049471E+2           1.4129983106E+2           5.8895414529E+1           -1.6304083574E+2         
11/21/15                  16:19:59.8                3.2468055351E+2           1.4086616060E+2           6.2687230237E+1           -1.4662670565E+2         
11/21/15                  16:20:04.8                3.2468061196E+2           1.4044224628E+2           6.5684348014E+1           -1.3972157656E+2         
11/21/15                  16:20:09.9                3.2468067039E+2           1.3634155620E+2           8.3282405306E+1           -3.3138154016E+2         
11/21/15                  16:20:14.9                3.2468072897E+2           1.3959918736E+2           6.1631415620E+1           -1.4576564534E+2         
11/21/15                  16:20:20.0                3.2468078745E+2           1.3717364634E+2           7.7192672760E+1           -1.7339949460E+2         
11/21/15                  16:20:25.1                3.2468084607E+2           1.4136778901E+2           5.1077130403E+1           -4.0365727289E+0         
11/21/15                  16:20:32.1                3.2468092748E+2           1.3763117788E+2           7.2306598551E+1           -1.5952179140E+2         
11/21/15                  16:20:37.1                3.2468098595E+2           1.3814628577E+2           6.4541971183E+1           -1.2103114403E+2         
