DATE                      TIME                      DAYS_SINCE_JAN            H2O                       D_1816                    D_DH                     
11/06/15                  17:01:57.3                3.0970969174E+2           1.3743837150E+4           8.3575795634E-1           -8.7893481167E+1         
11/06/15                  17:02:02.5                3.0970975181E+2           1.3725962289E+4           -3.7318365568E-1          -8.6186544404E+1         
11/06/15                  17:02:09.6                3.0970983403E+2           1.3738635427E+4           6.4868398397E-1           -8.7598349961E+1         
11/06/15                  17:02:14.8                3.0970989370E+2           1.3726519160E+4           6.7382208699E-1           -8.8965707036E+1         
11/06/15                  17:02:19.9                3.0970995363E+2           1.3711155023E+4           5.4177269017E-1           -9.0647444681E+1         
11/06/15                  17:02:25.1                3.0971001360E+2           1.3706918683E+4           1.2503465889E+0           -9.1398966076E+1         
11/06/15                  17:02:30.3                3.0971007381E+2           1.3714999562E+4           4.6089080563E-1           -8.9094889311E+1         
11/06/15                  17:02:35.5                3.0971013346E+2           1.3722273738E+4           -1.7343145596E-1          -9.0405077983E+1         
11/06/15                  17:02:40.7                3.0971019373E+2           1.3706457689E+4           3.9863463897E-1           -9.2815906057E+1         
11/06/15                  17:02:45.9                3.0971025388E+2           1.3719123279E+4           3.3174858530E-1           -9.3264227317E+1         
11/06/15                  17:02:51.1                3.0971031388E+2           1.3720885577E+4           3.5994101601E-1           -9.3764699458E+1         
11/06/15                  17:02:56.3                3.0971037411E+2           1.3716173050E+4           2.4918336061E-1           -9.3992622600E+1         
11/06/15                  17:03:01.5                3.0971043429E+2           1.3704928674E+4           -3.5994059941E-2          -9.4608840546E+1         
11/06/15                  17:03:08.5                3.0971051588E+2           1.3712922026E+4           -5.4324261286E-1          -9.2912264203E+1         
11/06/15                  17:03:13.7                3.0971057582E+2           1.3700601391E+4           -8.8908058676E-1          -9.6521759375E+1         
11/06/15                  17:03:18.9                3.0971063610E+2           1.3705000780E+4           -8.2594006570E-1          -9.7916806430E+1         
11/06/15                  17:03:24.1                3.0971069633E+2           1.3721796026E+4           -6.8290005616E-1          -9.7548583516E+1         
11/06/15                  17:03:29.3                3.0971075656E+2           1.3704037253E+4           -2.4378007425E-1          -9.7499084254E+1         
11/06/15                  17:03:34.6                3.0971081720E+2           1.3702765011E+4           -7.0986733215E-1          -9.8914276730E+1         
11/06/15                  17:03:39.8                3.0971087738E+2           1.3698755631E+4           -6.7521118406E-1          -9.9631807843E+1         
11/06/15                  17:03:44.9                3.0971093699E+2           1.3691535840E+4           -8.8671119072E-1          -9.8809167436E+1         
11/06/15                  17:03:50.1                3.0971099695E+2           1.3676160515E+4           -1.1957441079E+0          -9.9083094031E+1         
11/06/15                  17:03:55.3                3.0971105695E+2           1.3667116330E+4           -8.9521414800E-1          -9.9375723628E+1         
11/06/15                  17:04:00.5                3.0971111694E+2           1.3673473928E+4           -1.7341999863E+0          -1.0218826178E+2         
11/06/15                  17:04:07.5                3.0971119792E+2           1.3679312478E+4           -1.9438428805E+0          -1.0256192929E+2         
11/06/15                  17:04:12.6                3.0971125791E+2           1.3676306457E+4           -1.5083864338E+0          -1.0210248142E+2         
