DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              BASELINE                  H2O                       D_1816                    D_DH                     
07/20/16                  10:10:10.1                2.0138206139E+2           3.7818750000E+1           7.8302940038E+2           3.1952869471E+4           -7.7184794625E+0          -5.6742458471E+1         
07/20/16                  10:10:20.2                2.0138217915E+2           3.7821428570E+1           7.7927904459E+2           2.8884455667E+4           -7.6398735576E+0          -5.6088895686E+1         
07/20/16                  10:10:26.4                2.0138225065E+2           3.7812500000E+1           7.8485487942E+2           1.7444940621E+4           -8.0411678637E+0          -6.2763036543E+1         
07/20/16                  10:10:31.7                2.0138231180E+2           3.7812500000E+1           7.8556204358E+2           9.5025308079E+3           -9.7560757759E+0          -6.5440251345E+1         
07/20/16                  10:10:36.8                2.0138237090E+2           3.7812500000E+1           7.8532207017E+2           5.3847953890E+3           -1.1786685414E+1          -6.3994045479E+1         
07/20/16                  10:10:41.9                2.0138242953E+2           3.7812500000E+1           7.8533511192E+2           3.3110544723E+3           -1.2549832980E+1          -6.2588108604E+1         
07/20/16                  10:10:46.9                2.0138248821E+2           3.7800000000E+1           7.8594939725E+2           2.2742706126E+3           -1.1738913034E+1          -7.0873617903E+1         
07/20/16                  10:10:52.0                2.0138254691E+2           3.7762500000E+1           7.8750554749E+2           4.5066026196E+3           -1.5773871586E+1          -6.8038845775E+1         
07/20/16                  10:10:57.1                2.0138260632E+2           3.7800000000E+1           7.8362551430E+2           1.4592987428E+4           -1.0127585149E+1          -6.3688570617E+1         
07/20/16                  10:11:02.6                2.0138267010E+2           3.7791666670E+1           7.8328964855E+2           2.3365845030E+4           -7.1716153155E+0          -6.0599599835E+1         
07/20/16                  10:11:08.8                2.0138274179E+2           3.7800000000E+1           7.8369497204E+2           2.8116606497E+4           -7.7688416293E+0          -5.9548770323E+1         
07/20/16                  10:11:16.4                2.0138282874E+2           3.7770833330E+1           7.8409589145E+2           3.0422030131E+4           -8.0955410628E+0          -6.0063816805E+1         
07/20/16                  10:11:27.3                2.0138295488E+2           3.7777777780E+1           7.8345731573E+2           3.1669291761E+4           -8.3554169951E+0          -5.8137297994E+1         
07/20/16                  10:11:36.1                2.0138305752E+2           3.7750000000E+1           7.8372492986E+2           3.1557786676E+4           -8.6079133635E+0          -5.8688418182E+1         
07/20/16                  10:11:44.0                2.0138314903E+2           3.7750000000E+1           7.8381655176E+2           3.1538719275E+4           -8.8669448773E+0          -5.8330327883E+1         
07/20/16                  10:11:52.3                2.0138324443E+2           3.7750000000E+1           7.8375027038E+2           3.1660881777E+4           -9.3340743593E+0          -5.9562516117E+1         
07/20/16                  10:12:00.1                2.0138333498E+2           3.7737500000E+1           7.8415022404E+2           3.1539495748E+4           -8.8357758003E+0          -5.9590580955E+1         
07/20/16                  10:12:07.8                2.0138342364E+2           3.7750000000E+1           7.8395358821E+2           3.1576775880E+4           -8.8506541471E+0          -5.9704257444E+1         
07/20/16                  10:12:15.4                2.0138351236E+2           3.7742187500E+1           7.8346359571E+2           3.1696058398E+4           -8.7981025156E+0          -5.8131591156E+1         
07/20/16                  10:12:23.9                2.0138361024E+2           3.7710937500E+1           7.8404320468E+2           3.1811149495E+4           -8.9953691209E+0          -5.9827641799E+1         
07/20/16                  10:12:32.2                2.0138370650E+2           3.7687500000E+1           7.8395242035E+2           3.1658220395E+4           -9.0564509327E+0          -5.8928134028E+1         
07/20/16                  10:12:40.6                2.0138380375E+2           3.7700000000E+1           7.8378474139E+2           3.1905211616E+4           -9.2504535208E+0          -5.8965847989E+1         
07/20/16                  10:12:48.1                2.0138389049E+2           3.7687500000E+1           7.8429052344E+2           3.2067223060E+4           -8.7877689308E+0          -5.9300870862E+1         
07/20/16                  10:12:57.7                2.0138400122E+2           3.7687500000E+1           7.8407597084E+2           3.2163874006E+4           -9.1242185134E+0          -5.9408715366E+1         
07/20/16                  10:13:05.3                2.0138409025E+2           3.7687500000E+1           7.8391375813E+2           3.2097466905E+4           -9.4707427212E+0          -5.8062340171E+1         
07/20/16                  10:13:12.7                2.0138417541E+2           3.7664062500E+1           7.8401543712E+2           3.2072850037E+4           -8.9949105406E+0          -5.9574966943E+1         
07/20/16                  10:13:20.8                2.0138426872E+2           3.7664062500E+1           7.8411204186E+2           3.2016926040E+4           -9.3297647917E+0          -5.9386964913E+1         
07/20/16                  10:13:28.9                2.0138436276E+2           3.7677083330E+1           7.8419121683E+2           3.1818524859E+4           -9.0048625018E+0          -5.9454984009E+1         
07/20/16                  10:13:37.3                2.0138445952E+2           3.7687500000E+1           7.8388985366E+2           3.1747786028E+4           -9.3108619699E+0          -5.9250767232E+1         
07/20/16                  10:13:45.3                2.0138455242E+2           3.7695312500E+1           7.8402283461E+2           3.1524210266E+4           -9.1252644688E+0          -5.9529982142E+1         
07/20/16                  10:13:52.6                2.0138463742E+2           3.7696428570E+1           7.8394667478E+2           3.1559858361E+4           -9.6969064936E+0          -6.0625876993E+1         
07/20/16                  10:14:01.1                2.0138473499E+2           3.7708333330E+1           7.8416583944E+2           3.1911331574E+4           -9.2593549691E+0          -5.9663918289E+1         
07/20/16                  10:14:08.6                2.0138482235E+2           3.7700000000E+1           7.8382964888E+2           3.2062757049E+4           -9.2951586917E+0          -5.8902532165E+1         
07/20/16                  10:14:16.2                2.0138491014E+2           3.7687500000E+1           7.8398764573E+2           3.1829102554E+4           -9.7289924652E+0          -5.9677314104E+1         
07/20/16                  10:14:25.5                2.0138501820E+2           3.7687500000E+1           7.8398626876E+2           3.2089103169E+4           -9.8127276137E+0          -5.9399403188E+1         
07/20/16                  10:14:33.2                2.0138510707E+2           3.7687500000E+1           7.8355690966E+2           3.2272366656E+4           -9.3172236057E+0          -5.8835716975E+1         
07/20/16                  10:14:41.0                2.0138519735E+2           3.7695312500E+1           7.8426538782E+2           3.1788347350E+4           -9.4226218508E+0          -6.0712934346E+1         
07/20/16                  10:14:48.4                2.0138528270E+2           3.7696428570E+1           7.8471179028E+2           3.1496173142E+4           -9.5322882319E+0          -6.1896522980E+1         
07/20/16                  10:14:55.8                2.0138536811E+2           3.7725000000E+1           7.8414171616E+2           3.1767394345E+4           -9.6089244708E+0          -6.0026213213E+1         
07/20/16                  10:15:03.2                2.0138545378E+2           3.7741071430E+1           7.8416734501E+2           3.2026417754E+4           -9.3476573709E+0          -6.0201634826E+1         
07/20/16                  10:15:10.4                2.0138553818E+2           3.7750000000E+1           7.8413576255E+2           3.2104553626E+4           -9.9691076561E+0          -5.9978275280E+1         
07/20/16                  10:15:17.8                2.0138562324E+2           3.7729166670E+1           7.8415693741E+2           3.2375234731E+4           -9.6037118526E+0          -5.9996389499E+1         
07/20/16                  10:15:27.0                2.0138572982E+2           3.7729166670E+1           7.8366953317E+2           3.2159514505E+4           -9.0249004318E+0          -5.9203258745E+1         
07/20/16                  10:15:34.7                2.0138581939E+2           3.7700000000E+1           7.8410325267E+2           3.1855815506E+4           -9.5204343379E+0          -6.0431615288E+1         
07/20/16                  10:15:42.2                2.0138590539E+2           3.7687500000E+1           7.8403256453E+2           3.1587993420E+4           -9.5680433672E+0          -6.0311387375E+1         
07/20/16                  10:15:51.7                2.0138601526E+2           3.7679687500E+1           7.8378374460E+2           3.1308509024E+4           -9.8514759316E+0          -6.0893850118E+1         
07/20/16                  10:15:58.9                2.0138609953E+2           3.7677083330E+1           7.8409005145E+2           3.1213321161E+4           -1.0096124705E+1          -6.1998550252E+1         
07/20/16                  10:16:06.2                2.0138618339E+2           3.7679687500E+1           7.8420647837E+2           3.1298168745E+4           -9.8743398886E+0          -6.1472245797E+1         
07/20/16                  10:16:13.4                2.0138626725E+2           3.7678571430E+1           7.8403291550E+2           3.1565018063E+4           -9.7851654352E+0          -6.0930279607E+1         
07/20/16                  10:16:21.0                2.0138635443E+2           3.7666666670E+1           7.8389112645E+2           3.1623362517E+4           -9.3970799635E+0          -6.1095594422E+1         
07/20/16                  10:16:29.4                2.0138645170E+2           3.7680555560E+1           7.8416091330E+2           3.1346435650E+4           -9.9381283544E+0          -6.1720877885E+1         
07/20/16                  10:16:38.5                2.0138655731E+2           3.7645833330E+1           7.8372910640E+2           3.1242174447E+4           -9.5036232732E+0          -6.1144887695E+1         
07/20/16                  10:16:46.8                2.0138665311E+2           3.7687500000E+1           7.8455418156E+2           3.1182890024E+4           -9.5411304475E+0          -6.2488562822E+1         
