DATE                      TIME                      DAYS_SINCE_JAN            DAS_TEMP_(C)              BASELINE                  H2O                       D_1816                    D_DH                     
07/10/16                  09:48:17.8                1.9136687297E+2           4.2072916670E+1           7.8680502309E+2           3.2678513451E+4           -3.6285299313E+0          -5.8840159536E+1         
07/10/16                  09:48:28.5                1.9136699701E+2           4.2218750000E+1           7.8659035024E+2           3.2504440313E+4           -4.3243850179E+0          -5.9776367762E+1         
07/10/16                  09:48:39.3                1.9136712252E+2           4.2333333330E+1           7.8682267925E+2           3.2144272118E+4           -4.2201871971E+0          -6.1969331850E+1         
07/10/16                  09:48:47.8                1.9136722040E+2           4.2414062500E+1           7.8673747365E+2           3.1951491284E+4           -4.4892312096E+0          -6.1977553360E+1         
07/10/16                  09:48:55.2                1.9136730558E+2           4.2492187500E+1           7.8712242300E+2           3.2146500832E+4           -4.5418786031E+0          -6.2921921913E+1         
07/10/16                  09:49:04.0                1.9136740839E+2           4.2569444440E+1           7.8643647908E+2           3.2735747161E+4           -5.7567074054E+0          -6.3486021759E+1         
07/10/16                  09:49:12.6                1.9136750805E+2           4.2645833330E+1           7.8691396497E+2           3.2720406228E+4           -4.4640168357E+0          -6.3177969877E+1         
07/10/16                  09:49:20.7                1.9136760118E+2           4.2750000000E+1           7.8658798989E+2           3.2678252905E+4           -5.2657510357E+0          -6.2899994068E+1         
07/10/16                  09:49:30.4                1.9136771346E+2           4.2802083330E+1           7.8646096325E+2           3.2584357515E+4           -4.2409981828E+0          -6.3216808285E+1         
07/10/16                  09:49:42.1                1.9136784873E+2           4.2900000000E+1           7.8676584098E+2           3.2669900781E+4           -3.8722984758E+0          -6.3966836359E+1         
07/10/16                  09:49:51.1                1.9136795356E+2           4.2965277780E+1           7.8609119229E+2           3.2619055494E+4           -4.3589020114E+0          -6.3468560554E+1         
07/10/16                  09:50:00.1                1.9136805673E+2           4.3020833330E+1           7.8618883420E+2           3.2337278048E+4           -4.3832407748E+0          -6.4466591442E+1         
07/10/16                  09:50:07.7                1.9136814576E+2           4.3093750000E+1           7.8598407089E+2           3.2070335505E+4           -5.0728041424E+0          -6.4431787171E+1         
07/10/16                  09:50:17.3                1.9136825637E+2           4.3166666670E+1           7.8591783702E+2           3.2008397615E+4           -5.2634609331E+0          -6.5294091594E+1         
07/10/16                  09:50:25.5                1.9136835150E+2           4.3205357140E+1           7.8604877177E+2           3.2037650134E+4           -5.3248528826E+0          -6.5360783801E+1         
07/10/16                  09:50:33.4                1.9136844277E+2           4.3256250000E+1           7.8592924545E+2           3.2112820960E+4           -5.3156435353E+0          -6.5659859076E+1         
07/10/16                  09:50:44.7                1.9136857300E+2           4.3312500000E+1           7.8564825821E+2           3.2051924747E+4           -5.6152324655E+0          -6.5358944764E+1         
07/10/16                  09:50:54.6                1.9136868797E+2           4.3357142860E+1           7.8557022613E+2           3.2086826408E+4           -5.6396649308E+0          -6.6002068621E+1         
