"","my_timestamp","my_date","my_time","time_decimal","intercept_estimate_hydrogen","intercept_se_hydrogen","slope_estimate_hydrogen","slope_se_hydrogen","r.squared_hydrogen","F_statistic_hydrogen","F_test_p.value_hydrogen","AIC_hydrogen","BIC_hydrogen","intercept_estimate_oxygen","intercept_se_oxygen","slope_estimate_oxygen","slope_se_oxygen","r.squared_oxygen","F_statistic_oxygen","F_test_p.value_oxygen","AIC_oxygen","BIC_oxygen","air_sample_size","air_water_mean","air_water_sd","air_hydrogen_mean","air_hydrogen_sd","air_oxygen_mean","air_oxygen_sd","camp"
"1",2016-06-04 14:00:00,2016-06-04,"14:00",14,-27.3037884310732,0.806482292749437,-1327.65620023487,18.1066543152286,0.947149977951331,5376.4403943623,1.35364213600461e-193,577.89939931976,589.030680371885,-9.19634950329081,0.270718143934777,-122.5516588968,6.07800058743537,0.575403257678979,406.552759590373,9.51645552283763e-58,-81.4292483390428,-70.2979672869182,302,22.5197599473889,1.0304337419242,-86.3794935786533,2.71752551191046,-14.6494371814513,0.321832882373661,"Campaign_1"
"2",2016-06-04 15:00:00,2016-06-04,"15:00",15,-63.0318001025471,0.805699147551983,-549.723255019865,16.2701000046662,0.779459520584323,1141.58373925635,4.72162358978687e-108,568.778200807355,580.129676354344,-8.61116360396331,0.258921462874627,-130.350336836117,5.22859941843597,0.658026563263877,621.517805484514,2.99886866577789e-77,-169.092454266077,-157.740978719088,325,20.2426986003074,0.831646385856654,-90.2327416241873,1.22660713011744,-15.0610488093422,0.316554581506241,"Campaign_1"
"3",2016-06-04 16:00:00,2016-06-04,"16:00",16,-61.3236450460436,1.56122577120524,-567.606226815155,29.4870050910629,0.527427823959266,370.538187460666,5.50196240703582e-56,604.735752225152,616.169175204082,-8.2125897307204,0.483646532474495,-132.769333895737,9.1346735548318,0.38887031151168,211.256212639955,2.1991907710872e-37,-178.074882295495,-166.641459316564,334,18.8996174324487,0.40486433143164,-91.3697256982513,0.863858859755116,-15.2406981726497,0.235327424309178,"Campaign_1"
"4",2016-06-04 17:00:00,2016-06-04,"17:00",17,-45.2448680035845,3.00518323791308,-819.803061536358,52.2401595436783,0.415806181244109,246.269190278061,2.72433348154379e-42,1069.49973456095,1081.05634200027,-4.14443801682279,0.607901085624033,-203.854065800434,10.5673588549056,0.518199501052243,372.139563482515,8.12307498727289e-57,-42.7650883911099,-31.2084809517864,348,17.3940240414404,0.362199621650861,-92.3957204301657,1.46122980244674,-15.8690746083252,0.325480772787144,"Campaign_1"
"5",2016-06-04 18:00:00,2016-06-04,"18:00",18,-54.169509019113,1.81617546129616,-632.197424287329,31.1605754526316,0.540452121917171,411.618139681446,4.67797868124955e-61,662.46567219102,674.056565717814,-7.63592573328021,0.520981302537197,-138.019454379049,8.93860617163871,0.405185840581406,238.419079233269,2.19130621355589e-41,-216.671238371557,-205.080344844763,352,17.1656874519039,0.311498075277893,-91.0107244722458,0.908209376725598,-15.6789899093712,0.228994498402969,"Campaign_1"
"6",2016-06-06 11:00:00,2016-06-06,"11:00",11,-1.02598583643521,18.6937317069439,-1843.34976188753,390.641273288551,0.122840279724729,22.2668734379441,5.1658010706983e-06,261.297415131796,270.541628226749,25.431887544308,7.22245588463703,-847.331550277038,150.927027694367,0.165437658965266,31.5190207874267,8.60055150685511e-08,-44.9224015590511,-35.6781884640978,161,20.8970736686764,0.0475594751393093,-89.2373439254391,0.572672629932175,-15.1161779107594,0.226832494055269,"Campaign_1"
"7",2016-06-06 12:00:00,2016-06-06,"12:00",12,-75.9359505049212,2.93010336753545,-258.211627682959,61.4954267672917,0.0536485529851647,17.6305536711719,3.50628825110544e-05,502.941029818754,514.179639390375,-20.9969895936014,1.09628105072852,133.357783431043,23.0081545307906,0.0974909580418196,33.5948855262669,1.66506405439658e-08,-112.488404687686,-101.249795116066,313,20.9908242911729,0.216471477306846,-88.2384291675444,0.551048536480851,-14.6431654073043,0.211119944734648,"Campaign_1"
"8",2016-06-06 13:00:00,2016-06-06,"13:00",13,-69.3634681893657,1.20332812727452,-401.629518401077,23.6284795282102,0.46908809326557,288.92139082232,7.05340080975464e-47,536.868735216398,548.256908468694,-8.79513621913545,0.389404781073311,-118.430897861975,7.64632911774266,0.423175218279677,239.896586905914,5.75403100496014e-41,-205.504673797341,-194.116500545044,329,19.654194218493,0.488506880661095,-89.8109137719633,0.745242593304193,-14.8245967751512,0.231368460625968,"Campaign_1"
"9",2016-06-06 14:00:00,2016-06-06,"14:00",14,-73.8258202097281,1.53046967939981,-297.394291702302,29.033558233432,0.237959690328689,104.921557213851,1.31361521156612e-21,580.652149547917,592.121287234366,-13.4155219752993,0.47519802089659,-25.8544916773211,9.01467673474151,0.0238961770998021,8.22567775800471,0.00439115044993133,-209.9963310081,-198.527193321651,338,18.9821084636825,0.39134610353294,-89.4994156880309,0.649532767429661,-14.7781333473196,0.178193526956606,"Campaign_1"
"10",2016-06-06 15:00:00,2016-06-06,"15:00",15,-16.6950320095375,3.00800908481986,-1374.6535868256,59.1736476060783,0.62413491646954,539.671964065697,4.89695545637313e-71,733.721812811345,745.091693324036,-5.46368552627989,0.815474861088268,-175.014699431185,16.0420466497836,0.268055306332463,119.022619211201,8.04852282425828e-24,-119.920261179138,-108.550380666446,327,19.677441653503,0.265403650038293,-86.5671716894556,1.20271302150841,-14.3594914528723,0.233652431661301,"Campaign_1"
